match_id,date,kickoff_time_utc,stage_name,stadium_name,city,country,home_team_name,home_fifa_code,away_team_name,away_fifa_code,home_score,away_score,status,home_xg,away_xg,home_goalkeeper,away_goalkeeper,player_of_the_match_name,referee_name,venue_id,referee_id,player_of_the_match_id,is_knockout,capacity,latitude,longitude,elevation_meters,ref_name,ref_country,avg_cards_per_game,potm_name,total_goals,total_xg,home_xg_over,away_xg_over
67,2026-06-27,22:00,Group Stage,San Francisco Bay Area Stadium (Levi's Stadium),Santa Clara,USA,Jordan,JOR,Argentina,ARG,1.0,3.0,Completed,0.76,2.13,Mo'ien Hasan Yazeed Abulaila,Damián Emiliano Martinez,Lionel Andrés Messi,Michael Oliver,15,3,946.0,False,68500,37.4033,-121.9698,8,Michael Oliver,England,3.9,Lionel Andrés Messi,4.0,2.8899999999999997,0.24,0.87
68,2026-06-27,22:00,Group Stage,Los Angeles Stadium (SoFi Stadium),Inglewood,USA,Algeria,ALG,Austria,AUT,3.0,3.0,Completed,1.62,1.44,Melvin Feycal Mastil,Alexander Schlager,Riyad Karim Mahrez,Anthony Taylor,3,4,969.0,False,70240,33.9535,-118.339,30,Anthony Taylor,England,4.1,Riyad Karim Mahrez,6.0,3.06,1.38,1.56
69,2026-06-28,18:00,Group Stage,Miami Stadium (Hard Rock Stadium),Miami Gardens,USA,Colombia,COL,Portugal,POR,0.0,0.0,Completed,1.62,0.73,Camilo Andres Vargas,Diogo Diogo Costa,Diogo Diogo Costa,Clément Turpin,13,5,1041.0,False,64767,25.9581,-80.2389,2,Clément Turpin,France,3.6,Diogo Diogo Costa,0.0,2.35,-1.62,-0.73
70,2026-06-28,18:00,Group Stage,Atlanta Stadium (Mercedes-Benz Stadium),Atlanta,USA,Congo DR,COD,Uzbekistan,UZB,3.0,1.0,Completed,2.35,0.2,Lionel Nzau Mpasi,Abduvakhid Nematov,Yoane Wissa,Danny Makkelie,9,6,1086.0,False,71000,33.7553,-84.4017,318,Danny Makkelie,Netherlands,3.8,Yoane Wissa,4.0,2.5500000000000003,0.65,0.8
71,2026-06-28,22:00,Group Stage,New York New Jersey Stadium (MetLife Stadium),East Rutherford,USA,Panama,PAN,England,ENG,0.0,2.0,Completed,0.69,1.39,Orlando Mosquera,Jordan Lee Pickford,Jude Victor William Bellingham,Jesús Valenzuela,2,7,1154.0,False,82500,40.8136,-74.0744,7,Jesús Valenzuela,Venezuela,4.9,Jude Victor William Bellingham,2.0,2.08,-0.69,0.61
72,2026-06-28,22:00,Group Stage,Philadelphia Stadium (Lincoln Financial Field),Philadelphia,USA,Croatia,CRO,Ghana,GHA,2.0,1.0,Completed,0.42,0.74,Dominik Livakovic,Benjamin Asare,Petar Sucic,Wilton Sampaio,14,8,1187.0,False,69796,39.9008,-75.1675,3,Wilton Sampaio,Brazil,4.5,Petar Sucic,3.0,1.16,1.58,0.26
73,2026-06-29,12:00,Round of 32,Los Angeles Stadium (SoFi Stadium),Inglewood,USA,South Africa,RSA,Canada,CAN,0.0,1.0,Completed,0.13,1.32,Ronwen Hayden Williams,Maxime Crepeau,Stephen Eustaquio,César Arturo Ramos,3,9,111.0,True,70240,33.9535,-118.339,30,César Arturo Ramos,Mexico,4.0,Stephen Eustaquio,1.0,1.4500000000000002,-0.13,-0.32
74,2026-06-29,23:00,Round of 32,Houston Stadium (NRG Stadium),Houston,USA,Brazil,BRA,Japan,JPN,,,Scheduled,,,,,,Ivan Barton,11,10,,True,72220,29.6847,-95.4082,14,Ivan Barton,El Salvador,5.1,,0.0,0.0,0.0,0.0
75,2026-06-30,02:30,Round of 32,Boston Stadium (Gillette Stadium),Foxborough,USA,Germany,GER,Paraguay,PAR,,,Scheduled,,,,,,Mustapha Ghorbal,10,11,,True,65878,42.0909,-71.2643,87,Mustapha Ghorbal,Algeria,3.7,,0.0,0.0,0.0,0.0
76,2026-06-30,07:00,Round of 32,Monterrey Stadium (Estadio BBVA),Guadalupe,MEX,Netherlands,NED,Morocco,MAR,,,Scheduled,,,,,,Victor Gomes,8,12,,True,53500,25.669,-100.2444,538,Victor Gomes,South Africa,4.3,,0.0,0.0,0.0,0.0
77,2026-06-30,23:00,Round of 32,Dallas Stadium (AT&T Stadium),Arlington,USA,Côte d'Ivoire,CIV,Norway,NOR,,,Scheduled,,,,,,Ma Ning,4,13,,True,80000,32.7473,-97.0928,184,Ma Ning,China,5.5,,0.0,0.0,0.0,0.0
78,2026-07-01,03:00,Round of 32,New York New Jersey Stadium (MetLife Stadium),East Rutherford,USA,France,FRA,Sweden,SWE,,,Scheduled,,,,,,Alireza Faghani,2,14,,True,82500,40.8136,-74.0744,7,Alireza Faghani,Australia,4.2,,0.0,0.0,0.0,0.0
79,2026-07-01,07:00,Round of 32,Mexico City Stadium (Estadio Azteca),Mexico City,MEX,Mexico,MEX,Ecuador,ECU,,,Scheduled,,,,,,Yoshimi Yamashita,1,15,,True,80824,19.3031,-99.1506,2200,Yoshimi Yamashita,Japan,3.4,,0.0,0.0,0.0,0.0
80,2026-07-01,22:00,Round of 32,Atlanta Stadium (Mercedes-Benz Stadium),Atlanta,USA,England,ENG,Congo DR,COD,,,Scheduled,,,,,,Facundo Tello,9,16,,True,71000,33.7553,-84.4017,318,Facundo Tello,Argentina,5.0,,0.0,0.0,0.0,0.0
81,2026-07-02,02:00,Round of 32,Seattle Stadium (Lumen Field),Seattle,USA,Belgium,BEL,Senegal,SEN,,,Scheduled,,,,,,Szymon Marciniak,16,1,,True,69000,47.5952,-122.3316,3,Szymon Marciniak,Poland,4.2,,0.0,0.0,0.0,0.0
82,2026-07-02,06:00,Round of 32,San Francisco Bay Area Stadium (Levi's Stadium),Santa Clara,USA,USA,USA,Bosnia and Herzegovina,BIH,,,Scheduled,,,,,,Daniele Orsato,15,2,,True,68500,37.4033,-121.9698,8,Daniele Orsato,Italy,4.8,,0.0,0.0,0.0,0.0
83,2026-07-03,01:00,Round of 32,Los Angeles Stadium (SoFi Stadium),Inglewood,USA,Spain,ESP,Austria,AUT,,,Scheduled,,,,,,Michael Oliver,3,3,,True,70240,33.9535,-118.339,30,Michael Oliver,England,3.9,,0.0,0.0,0.0,0.0
84,2026-07-03,05:00,Round of 32,Toronto Stadium (BMO Field),Toronto,CAN,Portugal,POR,Croatia,CRO,,,Scheduled,,,,,,Anthony Taylor,6,4,,True,30000,43.6328,-79.4186,76,Anthony Taylor,England,4.1,,0.0,0.0,0.0,0.0
85,2026-07-03,09:00,Round of 32,Vancouver Stadium (BC Place),Vancouver,CAN,Switzerland,SUI,Algeria,ALG,,,Scheduled,,,,,,Clément Turpin,5,5,,True,54500,49.2768,-123.112,9,Clément Turpin,France,3.6,,0.0,0.0,0.0,0.0
86,2026-07-04,00:00,Round of 32,Dallas Stadium (AT&T Stadium),Arlington,USA,Australia,AUS,Egypt,EGY,,,Scheduled,,,,,,Danny Makkelie,4,6,,True,80000,32.7473,-97.0928,184,Danny Makkelie,Netherlands,3.8,,0.0,0.0,0.0,0.0
87,2026-07-04,04:00,Round of 32,Miami Stadium (Hard Rock Stadium),Miami Gardens,USA,Argentina,ARG,Cabo Verde,CPV,,,Scheduled,,,,,,Jesús Valenzuela,13,7,,True,64767,25.9581,-80.2389,2,Jesús Valenzuela,Venezuela,4.9,,0.0,0.0,0.0,0.0
88,2026-07-04,07:30,Round of 32,Kansas City Stadium (Arrowhead Stadium),Kansas City,USA,Colombia,COL,Ghana,GHA,,,Scheduled,,,,,,Wilton Sampaio,12,8,,True,76416,39.0489,-94.4839,264,Wilton Sampaio,Brazil,4.5,,0.0,0.0,0.0,0.0
89,2026-07-04,23:00,Round of 16,Houston Stadium (NRG Stadium),Houston,USA,Canada,CAN,Unknown,UNK,,,Scheduled,,,,,,César Arturo Ramos,11,9,,True,72220,29.6847,-95.4082,14,César Arturo Ramos,Mexico,4.0,,0.0,0.0,0.0,0.0
