player,team,x,y,shot_statsbomb_xg,shot_outcome,shot_type,shot_body_part,shot_technique,shot_first_time,shot_one_on_one,shot_open_goal,under_pressure,minute,period,match_id,dist_to_goal,shot_angle,shot_zone,is_goal,is_on_target,shot_outcome_clean
Abdulaziz Hatem Mohammed Abdullah,Qatar,94.7,53.1,0.024495702,Saved,Open Play,Right Foot,Normal,,,,,76,2,3857294,28.49,27.37,Edge of Box,0,1,Saved
Pedro Miguel Correia,Qatar,88.8,53.2,0.00621196,Off T,Open Play,Right Foot,Normal,,,,,87,2,3857294,33.88,22.93,Long Range,0,0,Off Target
Steven Berghuis,Netherlands,102.2,59.1,0.010698183,Post,Open Play,Left Foot,Normal,,,,,91,2,3857294,26.11,47.02,Edge of Box,0,0,Post
Ousmane Dembélé,France,97.8,38.0,0.04759094,Blocked,Open Play,Right Foot,Normal,,,,,5,1,3857266,22.29,5.15,Edge of Box,0,0,Blocked
Adrien Rabiot,France,115.0,45.6,0.10936305,Blocked,Open Play,Head,Normal,,,,True,9,1,3857266,7.51,48.24,Central (12m),0,0,Blocked
Raphaël Varane,France,112.4,46.9,0.0425816,Wayward,Open Play,Head,Normal,,,,True,12,1,3857266,10.26,42.24,Central (12m),0,0,Off Target
Olivier Giroud,France,111.9,38.9,0.11903284,Wayward,Open Play,Head,Normal,,,,True,14,1,3857266,8.17,7.73,Central (12m),0,0,Off Target
Adrien Rabiot,France,108.9,44.3,0.04225832,Saved,Open Play,Head,Normal,,,,,20,1,3857266,11.9,21.18,Central (12m),0,1,Saved
Jules Koundé,France,109.0,56.2,0.02881258,Blocked,Open Play,Right Foot,Half Volley,,,,True,29,1,3857266,19.58,55.82,Penalty Area,0,0,Blocked
Antoine Griezmann,France,118.2,23.1,0.010852635,Saved,Open Play,Left Foot,Normal,,True,,True,32,1,3857266,17.0,83.92,Penalty Area,0,1,Saved
Aurélien Djani Tchouaméni,France,99.7,39.1,0.054124165,Blocked,Open Play,Right Foot,Normal,True,,,,32,1,3857266,20.32,2.54,Edge of Box,0,0,Blocked
Ousmane Dembélé,France,108.2,48.0,0.046849832,Blocked,Open Play,Left Foot,Volley,,,,,32,1,3857266,14.26,34.14,Penalty Area,0,0,Blocked
Adrien Rabiot,France,100.1,24.5,0.02230111,Blocked,Open Play,Left Foot,Normal,,,,,33,1,3857266,25.22,37.91,Edge of Box,0,0,Blocked
Andreas Evald Cornelius,Denmark,107.4,55.8,0.048269883,Off T,Open Play,Right Foot,Normal,True,,,,35,1,3857266,20.21,51.43,Edge of Box,0,0,Off Target
Olivier Giroud,France,108.6,45.2,0.045027424,Off T,Open Play,Head,Normal,,,,True,36,1,3857266,12.53,24.52,Penalty Area,0,0,Off Target
Kylian Mbappé Lottin,France,106.0,43.8,0.18605462,Off T,Open Play,Right Foot,Normal,True,,,,39,1,3857266,14.51,15.19,Penalty Area,0,0,Off Target
Christian Dannemann Eriksen,Denmark,83.0,42.5,0.006951803,Off T,Open Play,Right Foot,Normal,,,,,44,1,3857266,37.08,3.87,Long Range,0,0,Off Target
Kylian Mbappé Lottin,France,98.6,18.5,0.011081066,Blocked,Open Play,Right Foot,Normal,,,,,47,1,3857266,30.33,45.13,Long Range,0,0,Blocked
Kylian Mbappé Lottin,France,104.1,30.1,0.03630777,Saved,Open Play,Left Foot,Normal,,,,,55,2,3857266,18.73,31.91,Penalty Area,0,1,Saved
Antoine Griezmann,France,102.6,38.8,0.21733604,Off T,Open Play,Left Foot,Half Volley,,True,,,59,2,3857266,17.44,3.95,Penalty Area,0,0,Off Target
Kylian Mbappé Lottin,France,110.8,31.3,0.08505598,Goal,Open Play,Right Foot,Half Volley,True,,,,60,2,3857266,12.66,43.4,Penalty Area,1,1,Goal
Joachim Andersen,Denmark,112.2,43.9,0.082872435,Wayward,Open Play,Head,Normal,,,,True,67,2,3857266,8.72,26.57,Central (12m),0,0,Off Target
Andreas Christensen,Denmark,113.0,37.6,0.25384808,Goal,Open Play,Head,Normal,,,,,67,2,3857266,7.4,18.92,Central (12m),1,1,Goal
Jesper Lindstrøm,Denmark,107.4,33.0,0.18929456,Saved,Open Play,Right Foot,Normal,True,,,,72,2,3857266,14.41,29.05,Penalty Area,0,1,Saved
Christian Dannemann Eriksen,Denmark,93.3,45.1,0.0264413,Blocked,Open Play,Left Foot,Normal,,,,,73,2,3857266,27.18,10.81,Edge of Box,0,0,Blocked
Aurélien Djani Tchouaméni,France,113.7,37.7,0.22405402,Blocked,Open Play,Head,Diving Header,,,,,77,2,3857266,6.71,20.06,Central (12m),0,0,Blocked
Jules Koundé,France,110.7,40.7,0.106879756,Off T,Open Play,Head,Normal,,,,True,78,2,3857266,9.33,4.3,Central (12m),0,0,Off Target
Adrien Rabiot,France,112.7,47.3,0.080693014,Off T,Open Play,Left Foot,Overhead Kick,True,,,,79,2,3857266,10.32,45.0,Central (12m),0,0,Off Target
Martin Braithwaite Christensen,Denmark,110.0,45.1,0.23786028,Post,Open Play,Right Foot,Normal,True,,,,80,2,3857266,11.23,27.02,Central (12m),0,0,Post
Pierre-Emile Højbjerg,Denmark,87.2,48.7,0.015153575,Off T,Open Play,Right Foot,Normal,True,,,,83,2,3857266,33.93,14.86,Long Range,0,0,Off Target
Kylian Mbappé Lottin,France,117.8,36.5,0.38353118,Goal,Open Play,Other,Normal,True,,,,85,2,3857266,4.13,57.85,Six Yard Box,1,1,Goal
Joachim Andersen,Denmark,94.3,53.4,0.014218964,Blocked,Open Play,Left Foot,Normal,,,,,88,2,3857266,28.98,27.54,Edge of Box,0,0,Blocked
Kylian Mbappé Lottin,France,99.4,25.5,0.033781487,Saved,Open Play,Right Foot,Half Volley,True,,,,90,2,3857266,25.19,35.14,Edge of Box,0,1,Saved
Joakim Mæhle,Denmark,87.5,42.4,0.013632962,Off T,Open Play,Right Foot,Half Volley,True,,,,96,2,3857266,32.59,4.22,Long Range,0,0,Off Target
Joshua Kimmich,Germany,93.0,31.2,0.022911863,Blocked,Open Play,Right Foot,Normal,,,,,13,1,3857284,28.4,18.05,Edge of Box,0,0,Blocked
Antonio Rüdiger,Germany,110.5,50.6,0.026021937,Off T,Open Play,Head,Normal,,,,True,15,1,3857284,14.23,48.13,Penalty Area,0,0,Off Target
Joshua Kimmich,Germany,96.9,39.6,0.05193508,Saved,Open Play,Right Foot,Normal,True,,,True,19,1,3857284,23.1,0.99,Edge of Box,0,1,Saved
İlkay Gündoğan,Germany,99.7,29.6,0.042519,Blocked,Open Play,Right Foot,Normal,,,,,25,1,3857284,22.81,27.13,Edge of Box,0,0,Blocked
İlkay Gündoğan,Germany,94.4,42.8,0.041637745,Saved,Open Play,Right Foot,Normal,True,,,,27,1,3857284,25.75,6.24,Edge of Box,0,1,Saved
İlkay Gündoğan,Germany,105.3,36.8,0.12241382,Blocked,Open Play,Right Foot,Normal,True,,,,28,1,3857284,15.04,12.28,Penalty Area,0,0,Blocked
İlkay Gündoğan,Germany,108.0,40.0,0.7835,Goal,Penalty,Right Foot,Normal,,,,,32,1,3857284,12.0,0.0,Penalty Area,1,1,Goal
Serge Gnabry,Germany,93.1,48.2,0.028658802,Blocked,Open Play,Left Foot,Normal,,,,,37,1,3857284,28.12,16.95,Edge of Box,0,0,Blocked
Jamal Musiala,Germany,108.5,28.3,0.03933018,Blocked,Open Play,Right Foot,Normal,,,,,37,1,3857284,16.41,45.49,Penalty Area,0,0,Blocked
İlkay Gündoğan,Germany,93.3,39.0,0.031919174,Saved,Open Play,Right Foot,Normal,,,,,40,1,3857284,26.72,2.14,Edge of Box,0,1,Saved
Joshua Kimmich,Germany,97.0,42.2,0.05113006,Off T,Open Play,Right Foot,Normal,True,,,,41,1,3857284,23.1,5.46,Edge of Box,0,0,Off Target
Jamal Musiala,Germany,101.9,45.1,0.06614002,Off T,Open Play,Right Foot,Normal,,,,,44,1,3857284,18.8,15.74,Penalty Area,0,0,Off Target
Joshua Kimmich,Germany,100.3,40.5,0.047906045,Saved,Open Play,Left Foot,Half Volley,True,,,,48,1,3857284,19.71,1.45,Penalty Area,0,1,Saved
Serge Gnabry,Germany,114.3,29.9,0.21508263,Wayward,Open Play,Left Foot,Normal,True,,,,48,1,3857284,11.6,60.56,Central (12m),0,0,Off Target
Daizen Maeda,Japan,111.0,34.3,0.07710243,Off T,Open Play,Head,Normal,,,,,50,1,3857284,10.65,32.35,Central (12m),0,0,Off Target
Serge Gnabry,Germany,108.3,57.9,0.013327111,Post,Open Play,Right Foot,Normal,,,,,46,2,3857284,21.38,56.83,Edge of Box,0,0,Post
Daichi Kamada,Japan,103.3,47.4,0.06444196,Blocked,Open Play,Right Foot,Normal,True,,,,49,2,3857284,18.27,23.9,Penalty Area,0,0,Blocked
Jamal Musiala,Germany,107.2,41.0,0.15860753,Off T,Open Play,Right Foot,Normal,,,,,50,2,3857284,12.84,4.47,Penalty Area,0,0,Off Target
Takuma Asano,Japan,114.7,49.4,0.06737846,Off T,Open Play,Head,Normal,,,,True,57,2,3857284,10.79,60.58,Central (12m),0,0,Off Target
İlkay Gündoğan,Germany,103.0,40.0,0.10696415,Post,Open Play,Right Foot,Normal,,,,,59,2,3857284,17.0,0.0,Penalty Area,0,0,Post
Takuma Asano,Japan,106.4,25.8,0.06586899,Off T,Open Play,Left Foot,Normal,,,,,60,2,3857284,19.66,46.24,Penalty Area,0,0,Off Target
Takuma Asano,Japan,106.9,26.5,0.029970925,Blocked,Open Play,Left Foot,Normal,,,,,65,2,3857284,18.81,45.86,Penalty Area,0,0,Blocked
Ko Itakura,Japan,112.6,51.3,0.034016185,Blocked,Open Play,Head,Normal,,,,,66,2,3857284,13.51,56.78,Penalty Area,0,0,Blocked
Takuma Asano,Japan,112.5,51.1,0.0360808,Blocked,Open Play,Right Foot,Normal,,,,True,67,2,3857284,13.4,55.95,Penalty Area,0,0,Blocked
Jonas Hofmann,Germany,111.1,48.5,0.32657883,Saved,Open Play,Right Foot,Half Volley,True,,,,69,2,3857284,12.31,43.68,Penalty Area,0,1,Saved
Serge Gnabry,Germany,103.3,57.9,0.02483029,Saved,Open Play,Left Foot,Normal,,,,,69,2,3857284,24.48,46.99,Edge of Box,0,1,Saved
Serge Gnabry,Germany,112.2,43.5,0.11167552,Saved,Open Play,Head,Normal,,,,,70,2,3857284,8.55,24.17,Central (12m),0,1,Saved
Serge Gnabry,Germany,117.7,49.5,0.0550312,Saved,Open Play,Right Foot,Normal,True,,,,70,2,3857284,9.77,76.39,Central (12m),0,1,Saved
Junya Ito,Japan,109.2,36.3,0.06845111,Saved,Open Play,Right Foot,Half Volley,,,,,72,2,3857284,11.42,18.91,Central (12m),0,1,Saved
Hiroki Sakai,Japan,113.4,46.3,0.28772855,Off T,Open Play,Right Foot,Half Volley,True,,,,72,2,3857284,9.12,43.67,Central (12m),0,0,Off Target
Takumi Minamino,Japan,112.8,24.4,0.013784891,Saved,Open Play,Left Foot,Normal,True,,,,74,2,3857284,17.18,65.22,Penalty Area,0,1,Saved
Ritsu Doan,Japan,112.1,41.5,0.4777511,Goal,Open Play,Left Foot,Normal,True,,,,74,2,3857284,8.04,10.75,Central (12m),1,1,Goal
Antonio Rüdiger,Germany,115.5,39.4,0.18550046,Off T,Open Play,Head,Normal,,,,True,79,2,3857284,4.54,7.59,Six Yard Box,0,0,Off Target
Takuma Asano,Japan,117.7,50.2,0.02668418,Goal,Open Play,Right Foot,Normal,,True,,,82,2,3857284,10.46,77.29,Central (12m),1,1,Goal
Niclas Füllkrug,Germany,106.9,41.0,0.031593546,Off T,Open Play,Head,Normal,,,,True,89,2,3857284,13.14,4.37,Penalty Area,0,0,Off Target
Antonio Rüdiger,Germany,86.2,37.2,0.017847534,Off T,Open Play,Right Foot,Normal,,,,,93,2,3857284,33.92,4.74,Long Range,0,0,Off Target
Leon Goretzka,Germany,100.3,40.9,0.088851534,Off T,Open Play,Right Foot,Half Volley,True,,,,94,2,3857284,19.72,2.62,Penalty Area,0,0,Off Target
Niklas Süle,Germany,116.5,31.6,0.07610536,Blocked,Open Play,Right Foot,Volley,,,,,97,2,3857284,9.1,67.38,Central (12m),0,0,Blocked
Youssef Msakni,Tunisia,92.6,52.0,0.023819994,Blocked,Open Play,Right Foot,Normal,,,,,2,1,3857254,29.91,23.65,Edge of Box,0,0,Blocked
Issam Jebali,Tunisia,114.0,54.8,0.014059674,Blocked,Open Play,Left Foot,Normal,,,,,4,1,3857254,15.97,67.93,Penalty Area,0,0,Blocked
Mohamed Dräger,Tunisia,93.4,44.5,0.033114884,Blocked,Open Play,Right Foot,Normal,,,,,10,1,3857254,26.98,9.6,Edge of Box,0,0,Blocked
Youssef Msakni,Tunisia,114.7,29.6,0.04366076,Off T,Open Play,Head,Normal,,,,,11,1,3857254,11.67,63.0,Central (12m),0,0,Off Target
Kasper Dolberg,Denmark,115.3,32.5,0.124032564,Blocked,Open Play,Right Foot,Volley,True,,,,22,1,3857254,8.85,57.93,Central (12m),0,0,Blocked
Joachim Andersen,Denmark,99.7,30.3,0.02765422,Saved,Open Play,Left Foot,Half Volley,True,,,,22,1,3857254,22.5,25.54,Edge of Box,0,1,Saved
Pierre-Emile Højbjerg,Denmark,95.4,19.0,0.008709067,Saved,Open Play,Right Foot,Normal,,,,,32,1,3857254,32.34,40.49,Long Range,0,1,Saved
Yassine Meriah,Tunisia,111.4,49.3,0.046073906,Blocked,Open Play,Right Foot,Half Volley,True,,,,38,1,3857254,12.67,47.24,Penalty Area,0,0,Blocked
Aïssa Bilal Laïdouni,Tunisia,115.0,52.2,0.06712157,Off T,Open Play,Right Foot,Normal,True,,,,38,1,3857254,13.18,67.71,Penalty Area,0,0,Off Target
Issam Jebali,Tunisia,112.0,44.9,0.4656446,Saved,Open Play,Right Foot,Lob,,True,,,42,1,3857254,9.38,31.49,Central (12m),0,1,Saved
Ellyes Joris Skhiri,Tunisia,99.8,40.9,0.059586592,Off T,Open Play,Left Foot,Half Volley,True,,,,42,1,3857254,20.22,2.55,Edge of Box,0,0,Off Target
Issam Jebali,Tunisia,112.1,47.5,0.11338296,Wayward,Open Play,Head,Normal,,,,True,45,2,3857254,10.89,43.51,Central (12m),0,0,Off Target
Youssef Msakni,Tunisia,114.7,48.7,0.07208876,Off T,Open Play,Right Foot,Volley,True,,,,45,2,3857254,10.19,58.65,Central (12m),0,0,Off Target
Mohamed Dräger,Tunisia,92.2,49.3,0.020917216,Blocked,Open Play,Right Foot,Normal,,,,,50,2,3857254,29.31,18.5,Edge of Box,0,0,Blocked
Ellyes Joris Skhiri,Tunisia,99.5,39.6,0.041405495,Blocked,Open Play,Right Foot,Volley,True,,,,52,2,3857254,20.5,1.12,Edge of Box,0,0,Blocked
Dylan Daniel Mahmoud Bronn,Tunisia,103.9,36.4,0.059058707,Blocked,Open Play,Right Foot,Half Volley,,,,,52,2,3857254,16.5,12.6,Penalty Area,0,0,Blocked
Kasper Dolberg,Denmark,117.0,35.0,0.25651878,Wayward,Open Play,Head,Normal,,,,,56,2,3857254,5.83,59.04,Six Yard Box,0,0,Off Target
Christian Dannemann Eriksen,Denmark,99.2,36.8,0.08509644,Saved,Open Play,Left Foot,Normal,,,,,68,2,3857254,21.04,8.75,Edge of Box,0,1,Saved
Andreas Christensen,Denmark,117.4,37.0,0.27134958,Wayward,Open Play,Head,Normal,,,,True,69,2,3857254,3.97,49.09,Six Yard Box,0,0,Off Target
Andreas Evald Cornelius,Denmark,118.2,43.9,0.5683119,Post,Open Play,Head,Normal,,,,,69,2,3857254,4.3,65.22,Six Yard Box,0,0,Post
Mathias Jensen,Denmark,102.5,24.2,0.02872357,Off T,Open Play,Right Foot,Normal,,,,,75,2,3857254,23.58,42.08,Edge of Box,0,0,Off Target
Andreas Evald Cornelius,Denmark,114.4,36.8,0.14539434,Saved,Open Play,Head,Normal,,,,True,91,2,3857254,6.45,29.74,Central (12m),0,1,Saved
Joakim Mæhle,Denmark,95.0,30.2,0.028684001,Blocked,Open Play,Right Foot,Normal,,,,,91,2,3857254,26.85,21.41,Edge of Box,0,0,Blocked
Andreas Evald Cornelius,Denmark,108.8,46.4,0.022084296,Saved,Open Play,Head,Normal,,,,True,96,2,3857254,12.9,29.74,Penalty Area,0,1,Saved
Robert Lewandowski,Poland,110.6,37.2,0.056964528,Blocked,Open Play,Head,Normal,,,,True,6,1,3857265,9.81,16.59,Central (12m),0,0,Blocked
Héctor Alfredo Moreno Herrera,Mexico,114.5,42.4,0.1766503,Off T,Open Play,Head,Normal,,,,True,11,1,3857265,6.0,23.57,Central (12m),0,0,Off Target
Ernesto Alexis Vega Rojas,Mexico,113.2,34.6,0.098180205,Off T,Open Play,Head,Normal,,,,True,25,1,3857265,8.68,38.45,Central (12m),0,0,Off Target
Ernesto Alexis Vega Rojas,Mexico,108.5,23.7,0.025630916,Blocked,Open Play,Left Foot,Volley,True,,,,43,1,3857265,19.95,54.8,Penalty Area,0,0,Blocked
Jorge Eduardo Sánchez Ramos,Mexico,110.1,60.7,0.0069717234,Saved,Open Play,Right Foot,Normal,True,,,,44,1,3857265,22.95,64.44,Edge of Box,0,1,Saved
Luis Gerardo Chávez Magallón,Mexico,92.1,56.9,0.008207667,Blocked,Open Play,Left Foot,Normal,,,,True,46,1,3857265,32.62,31.2,Long Range,0,0,Blocked
Hirving Rodrigo Lozano Bahena,Mexico,93.9,25.2,0.02413981,Saved,Open Play,Right Foot,Normal,,,,,51,2,3857265,30.0,29.56,Long Range,0,1,Saved
Robert Lewandowski,Poland,108.1,40.0,0.7835,Saved,Penalty,Right Foot,Normal,,,,,57,2,3857265,11.9,0.0,Central (12m),0,1,Saved
Jakub Kamiński,Poland,113.4,48.8,0.10166888,Blocked,Open Play,Right Foot,Normal,True,,,,57,2,3857265,11.0,53.13,Central (12m),0,0,Blocked
Ernesto Alexis Vega Rojas,Mexico,107.9,29.9,0.0609232,Blocked,Open Play,Right Foot,Normal,,,,,59,2,3857265,15.76,39.85,Penalty Area,0,0,Blocked
Henry Josué Martín Mex,Mexico,106.7,35.1,0.06434309,Saved,Open Play,Head,Normal,,True,,,63,2,3857265,14.17,20.22,Penalty Area,0,1,Saved
Ernesto Alexis Vega Rojas,Mexico,102.7,60.6,0.009746956,Off T,Open Play,Right Foot,Normal,,,,,65,2,3857265,26.9,49.98,Edge of Box,0,0,Off Target
Ernesto Alexis Vega Rojas,Mexico,93.0,24.5,0.014301864,Off T,Open Play,Right Foot,Half Volley,True,,,,79,2,3857265,31.13,29.86,Long Range,0,0,Off Target
Jakub Piotr Kiwior,Poland,113.3,41.7,0.12449861,Wayward,Open Play,Head,Normal,,,,True,81,2,3857265,6.91,14.24,Central (12m),0,0,Off Target
Jakub Kamiński,Poland,109.4,24.8,0.04959144,Saved,Open Play,Left Foot,Normal,True,,,True,93,2,3857265,18.53,55.11,Penalty Area,0,1,Saved
Grzegorz Krychowiak,Poland,90.9,48.7,0.02170277,Off T,Open Play,Right Foot,Normal,,,,,95,2,3857265,30.37,16.65,Long Range,0,0,Off Target
Carlos Uriel Antuna Romero,Mexico,101.9,56.4,0.0400392,Saved,Open Play,Left Foot,Normal,,,,True,95,2,3857265,24.42,42.18,Edge of Box,0,1,Saved
Ismaïla Sarr,Senegal,113.5,52.4,0.07323868,Off T,Open Play,Right Foot,Normal,,,,True,3,1,3857301,14.0,62.34,Penalty Area,0,0,Off Target
Nampalys Mendy,Senegal,93.8,39.3,0.025409508,Off T,Open Play,Right Foot,Half Volley,,,,,8,1,3857301,26.21,1.53,Edge of Box,0,0,Off Target
Akram Hassan Afif,Qatar,92.5,41.5,0.019990891,Off T,Open Play,Right Foot,Half Volley,True,,,,14,1,3857301,27.54,3.12,Edge of Box,0,0,Off Target
Krépin Diatta,Senegal,111.2,26.7,0.039485876,Saved,Open Play,Left Foot,Normal,,,,True,15,1,3857301,15.95,56.51,Penalty Area,0,1,Saved
Famara Diedhiou,Senegal,112.9,38.6,0.14633009,Off T,Open Play,Head,Normal,,,,,16,1,3857301,7.24,11.15,Central (12m),0,0,Off Target
Idrissa Gana Gueye,Senegal,95.4,52.7,0.029332913,Off T,Open Play,Right Foot,Normal,True,,,,23,1,3857301,27.68,27.31,Edge of Box,0,0,Off Target
Abdelkarim Hassan Al Haj Fadlalla,Qatar,93.6,20.3,0.009041326,Blocked,Open Play,Left Foot,Normal,,,,,25,1,3857301,32.94,36.73,Long Range,0,0,Blocked
Boulaye Dia,Senegal,107.2,33.3,0.23054633,Goal,Open Play,Right Foot,Normal,True,,,,40,1,3857301,14.45,27.63,Penalty Area,1,1,Goal
Famara Diedhiou,Senegal,112.5,48.1,0.038498666,Goal,Open Play,Head,Normal,,,,,47,2,3857301,11.04,47.2,Central (12m),1,1,Goal
Abdelkarim Hassan Al Haj Fadlalla,Qatar,111.6,39.3,0.16305494,Blocked,Open Play,Right Foot,Half Volley,True,,,,54,2,3857301,8.43,4.76,Central (12m),0,0,Blocked
Ismaïla Sarr,Senegal,112.1,27.2,0.030363984,Blocked,Open Play,Left Foot,Half Volley,,,,,56,2,3857301,15.04,58.32,Penalty Area,0,0,Blocked
Famara Diedhiou,Senegal,108.8,48.6,0.05329144,Blocked,Open Play,Right Foot,Half Volley,True,,,True,58,2,3857301,14.12,37.52,Penalty Area,0,0,Blocked
Abdelkarim Hassan Al Haj Fadlalla,Qatar,89.5,22.9,0.006098259,Off T,Open Play,Right Foot,Normal,,,,,60,2,3857301,34.97,29.28,Long Range,0,0,Off Target
Almoez Ali Zainalabiddin Abdulla,Qatar,102.6,34.4,0.21404111,Saved,Open Play,Left Foot,Normal,,,,,62,2,3857301,18.28,17.84,Penalty Area,0,1,Saved
Ismaeel Mohammad Mohammad,Qatar,113.2,40.5,0.3277431,Saved,Open Play,Other,Normal,,True,,,66,2,3857301,6.82,4.21,Central (12m),0,1,Saved
Nampalys Mendy,Senegal,107.3,53.4,0.067961,Off T,Open Play,Right Foot,Normal,,,,,68,2,3857301,18.46,46.54,Penalty Area,0,0,Off Target
Mohammed Muntari,Qatar,110.1,38.7,0.072239615,Goal,Open Play,Head,Normal,,,,True,77,2,3857301,9.98,7.48,Central (12m),1,1,Goal
Boulaye Dia,Senegal,107.1,38.8,0.052429575,Wayward,Open Play,Head,Normal,,,,True,80,2,3857301,12.96,5.31,Penalty Area,0,0,Off Target
Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,107.8,45.3,0.11607656,Goal,Open Play,Right Foot,Normal,True,,,,83,2,3857301,13.3,23.48,Penalty Area,1,1,Goal
Abdelkarim Hassan Al Haj Fadlalla,Qatar,95.4,52.1,0.023370314,Off T,Open Play,Left Foot,Normal,True,,,,88,2,3857301,27.41,26.19,Edge of Box,0,0,Off Target
Mohammed Muntari,Qatar,110.5,39.5,0.06740542,Blocked,Open Play,Head,Normal,,,,True,89,2,3857301,9.51,3.01,Central (12m),0,0,Blocked
Almoez Ali Zainalabiddin Abdulla,Qatar,97.1,41.8,0.057101198,Off T,Open Play,Left Foot,Normal,,,,,93,2,3857301,22.97,4.49,Edge of Box,0,0,Off Target
Michy Batshuayi Tunga,Belgium,91.7,31.8,0.017552001,Saved,Open Play,Right Foot,Normal,,,,,0,1,3857268,29.46,16.16,Edge of Box,0,1,Saved
Stephen Antunes Eustáquio,Canada,109.8,50.0,0.0798905,Blocked,Open Play,Right Foot,Normal,,,,,1,1,3857268,14.28,44.43,Penalty Area,0,0,Blocked
Jonathan David,Canada,111.4,42.8,0.12589528,Blocked,Open Play,Right Foot,Half Volley,True,,,,6,1,3857268,9.04,18.03,Central (12m),0,0,Blocked
Tajon Buchanan,Canada,106.2,35.6,0.05664073,Blocked,Open Play,Right Foot,Half Volley,,,,,7,1,3857268,14.48,17.68,Penalty Area,0,0,Blocked
Alphonso Davies,Canada,108.1,40.1,0.7835,Saved,Penalty,Left Foot,Normal,,,,,10,1,3857268,11.9,0.48,Central (12m),0,1,Saved
Jonathan David,Canada,110.4,34.6,0.20472932,Off T,Open Play,Right Foot,Volley,True,,,,10,1,3857268,11.01,29.36,Central (12m),0,0,Off Target
Richie Laryea,Canada,105.0,56.4,0.033730526,Off T,Open Play,Left Foot,Normal,,,,True,12,1,3857268,22.23,47.55,Edge of Box,0,0,Off Target
Jonathan David,Canada,107.7,45.9,0.08619453,Blocked,Open Play,Left Foot,Normal,,,,,12,1,3857268,13.64,25.63,Penalty Area,0,0,Blocked
David Junior Hoilett,Canada,104.9,53.9,0.04071268,Off T,Open Play,Left Foot,Normal,,,,,15,1,3857268,20.52,42.63,Edge of Box,0,0,Off Target
Michy Batshuayi Tunga,Belgium,112.3,50.2,0.04664896,Blocked,Open Play,Right Foot,Normal,,,,,22,1,3857268,12.78,52.95,Penalty Area,0,0,Blocked
Atiba Hutchinson,Canada,98.1,44.7,0.04634635,Off T,Open Play,Right Foot,Normal,True,,,,26,1,3857268,22.4,12.11,Edge of Box,0,0,Off Target
Alistair Johnston,Canada,108.1,56.3,0.033541974,Saved,Open Play,Right Foot,Normal,,,,,29,1,3857268,20.18,53.87,Edge of Box,0,1,Saved
Jonathan David,Canada,104.4,37.5,0.08845105,Blocked,Open Play,Right Foot,Normal,,,,,30,1,3857268,15.8,9.1,Penalty Area,0,0,Blocked
Jonathan David,Canada,111.1,34.1,0.088843234,Off T,Open Play,Head,Normal,,,,,31,1,3857268,10.68,33.54,Central (12m),0,0,Off Target
Michy Batshuayi Tunga,Belgium,111.8,51.3,0.08121458,Off T,Open Play,Right Foot,Volley,True,,,,32,1,3857268,13.96,54.03,Penalty Area,0,0,Off Target
Michy Batshuayi Tunga,Belgium,109.0,36.1,0.24992359,Goal,Open Play,Left Foot,Half Volley,True,,,,43,1,3857268,11.67,19.52,Central (12m),1,1,Goal
Tajon Buchanan,Canada,112.6,42.5,0.29588586,Off T,Open Play,Left Foot,Half Volley,True,,,True,46,1,3857268,7.81,18.67,Central (12m),0,0,Off Target
Stephen Antunes Eustáquio,Canada,100.5,38.5,0.048581414,Blocked,Open Play,Right Foot,Half Volley,True,,,,48,1,3857268,19.56,4.4,Penalty Area,0,0,Blocked
Jonathan David,Canada,111.7,36.9,0.120068476,Off T,Open Play,Head,Normal,,,,True,47,2,3857268,8.86,20.48,Central (12m),0,0,Off Target
Stephen Antunes Eustáquio,Canada,97.8,52.7,0.03604073,Off T,Open Play,Right Foot,Normal,,,,,49,2,3857268,25.58,29.77,Edge of Box,0,0,Off Target
Tajon Buchanan,Canada,98.3,34.5,0.0587075,Off T,Open Play,Right Foot,Normal,True,,,,62,2,3857268,22.39,14.22,Edge of Box,0,0,Off Target
Richie Laryea,Canada,101.7,54.6,0.022910038,Off T,Open Play,Right Foot,Normal,,,,,66,2,3857268,23.41,38.58,Edge of Box,0,0,Off Target
Michy Batshuayi Tunga,Belgium,103.9,43.0,0.0897183,Blocked,Open Play,Right Foot,Normal,True,,,,66,2,3857268,16.38,10.56,Penalty Area,0,0,Blocked
Jonathan David,Canada,103.1,38.1,0.04574546,Blocked,Open Play,Left Foot,Normal,,,,,76,2,3857268,17.01,6.41,Penalty Area,0,0,Blocked
Cyle Larin,Canada,108.2,44.1,0.07200206,Saved,Open Play,Head,Normal,,,,,79,2,3857268,12.49,19.16,Penalty Area,0,1,Saved
Leander Dendoncker,Belgium,112.5,43.5,0.08894938,Off T,Open Play,Head,Normal,,,,True,84,2,3857268,8.28,25.02,Central (12m),0,0,Off Target
Kevin De Bruyne,Belgium,96.6,39.5,0.061057936,Off T,Open Play,Right Foot,Normal,,,,,85,2,3857268,23.41,1.22,Edge of Box,0,0,Off Target
Cyle Larin,Canada,111.7,37.5,0.111036494,Off T,Open Play,Head,Normal,,,,True,85,2,3857268,8.67,16.76,Central (12m),0,0,Off Target
Thomas Meunier,Belgium,98.0,55.5,0.025805552,Blocked,Open Play,Right Foot,Normal,,,,,90,2,3857268,26.91,35.17,Edge of Box,0,0,Blocked
